央视频道,#genre#
安徽卫视,http://[2409:8087:5e01:34::22]:6610/zte_cms/00000001000000060000000000000368/index.m3u8?key=tvbox6_com$8琼移1080
安徽卫视,http://60.12.183.46:9901/tsfile/live/0130_2.m3u8$9浙联1080
安徽卫视,http://123.187.46.90:65000/hls/53/index.m3u8$10辽电576
北京卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/pltv/88888888/224/3221226450/index.m3u8$1黑移1080
北京卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/pltv/88888888/224/3221225728/index.m3u8$2黑移1080
北京卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/pltv/88888888/8/3221226450/index.m3u8$3黑移1080
北京卫视,http://[2409:8087:1a01:df::4077]/pltv/88888888/224/3221225931/index.m3u8$4黑移1080
北京卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/pltv/88888888/224/3221226450/index.m3u8$5黑移1080
北京卫视,http://ottrrs.hl.chinamobile.com/pltv/88888888/224/3221225728/index.m3u8$6黑移1080
北京卫视,http://ottrrs.hl.chinamobile.com/pltv/88888888/224/3221226450/index.m3u8$7黑移1080
北京卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/pltv/88888888/8/3221226251/index.m3u8$8黑移576
北京卫视,http://[2409:8087:5e01:34::21]:6610/zte_cms/00000001000000060000000000000173/index.m3u8?key=tvbox6_com$9琼移1080
北京卫视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/umaichan181361bestvsmgsmg/index.m3u8?authinfo=9koodbn7mff%2f2bwjkgahuvkcu8xeu8c9zen2tn9c%2brcwodiwmxbrlyyvy9x6zdknfs6nbeqejvigwfjrd2x%2bu7thmlukakd%2bigysviyq4au$10鄂移1080
北京卫视,https://live-hls-web-ajb.getaj.net/ajb/01.m3u8$11O移1080
北京卫视,http://61.182.33.218:8000/hls/19/index.m3u8$12冀联1080
北京卫视,http://60.12.183.46:9901/tsfile/live/0015_2.m3u8$13浙联1080
北京卫视,http://123.187.46.90:65000/hls/43/index.m3u8$14辽电576
兵团卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/pltv/88888888/8/3221226439/index.m3u8$1黑移576
兵团卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/pltv/88888888/224/3221226439/index.m3u8$2黑移576
兵团卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/pltv/88888888/224/3221226439/index.m3u8$3黑移576
兵团卫视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/umaichan126389bestvsmgsmg9/index.m3u8?authinfo=kxvqgwifndsa8l8uaddm1g0lb%2btkfngmv76vrsc5bujrd9dcupulfztkbnzdw1ncyki0znytgrcsaj5z6utcka%3d%3d$4鄂移576
兵团卫视,http://123.187.46.90:65000/hls/74/index.m3u8$5辽电576
重庆卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/pltv/88888888/224/3221226409/index.m3u8$1黑移1080
重庆卫视,http://[2409:8087:1a01:df::4077]/pltv/88888888/224/3221225963/index.m3u8$2黑移1080
重庆卫视,http://ottrrs.hl.chinamobile.com/pltv/88888888/224/3221226409/index.m3u8$3黑移1080
